id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
13880,13914,18519,887,,Aries,,2.986868,21.340429,101.9368,-13.04,-6.55,-6,4.63,-0.412,A2Vs,0.048,67.368381,66.906756,37.095654,0.00000132,-0.00000777,-0.00000525,0.781960317,0.372460746,-6.32197E-08,-3.17553E-08,Eps,48,Ari,1,13880,,127.2916746,,,
95289,95585,182835,7387,,Aquila,,19.441969,0.33857,869.5652,-0.86,-2.3,-1,4.64,-5.057,F2Ib,0.576,320.519466,-808.322022,5.138372,-0.00000373,-0.00000044,-0.0000097,5.089895631,0.005909162,-4.1694E-09,-1.11507E-08,Nu,32,Aql,1,95289,,9179.097861,,,
28645,28716,41117,2135,,Orion,,6.065329,20.138452,552.4862,2.19,-2.81,17,4.64,-4.072,B2Iavar,0.236,-8.871117,518.633356,190.215445,-0.00000619,0.00001881,-0.00000108,1.587899447,0.35148229,1.06174E-08,-1.36233E-08,Chi-2,62,Ori,1,28645,,3705.100563,,,
76433,76669,139891,5833,,Corona Borealis,,15.656299,36.635812,145.1379,-15.29,-6.51,-19,4.64,-1.169,B7V+...,-0.103,-67.060303,-95.220854,86.607536,-0.00000139,0.00001671,-0.00001527,4.098809376,0.639415539,-7.4128E-08,-3.15614E-08,Zet-1,7,CrB,1,76433,,255.6230427,,,
88488,88765,165760,6770,,Ophiuchus,,18.121767,8.733867,83.612,9.79,30.24,-3,4.64,0.029,G8III-IV,0.951,2.634065,-82.600446,12.696067,0.00000381,0.00000502,0.00001165,4.744267415,0.152434737,4.74633E-08,1.46608E-07,,71,Oph,1,88488,,84.80080989,,,
101263,101589,196180,7871,,Delphinus,,20.588482,14.674213,67.4764,45.08,11.71,-25,4.64,0.494,A3V,0.12,40.925879,-50.85202,17.09324,-0.00000463,0.00002927,-0.00000277,5.390051923,0.256113336,2.18554E-07,5.67717E-08,Zet,4,Del,1,101263,,55.25861556,,,
113559,113919,218031,8780,,Andromeda,,23.069702,50.052091,54.1712,166.7,167.3,-35,4.64,0.971,K0III,1.058,33.75615,-8.387722,41.528947,-0.00004444,0.00005615,0.00000077,6.039633982,0.873573777,8.08184E-07,8.11093E-07,,3,And,1,113559,,35.61229809,,,
84348,84606,156729,6436,,Hercules,,17.294517,37.291498,53.7924,-42.74,63.76,-10,4.64,0.986,A2V,0.043,-7.859219,-42.067341,32.591167,-0.00000761,0.00001995,0.00000703,4.527693938,0.650859426,-2.07209E-07,3.09117E-07,,69,Her,1,84348,,35.12367905,,,
111323,111674,214454,8613,,Lacerta,,22.622899,51.545123,52.6316,-51.31,-103.34,12,4.64,1.034,A8IV,0.254,30.627298,-11.546584,41.215794,0.00002184,-0.00002223,-0.00000679,5.92266106,0.899632105,-2.48758E-07,-5.01006E-07,,9,Lac,1,111323,,33.60469825,,,
22792,22845,31295,1570,,Orion,,4.914924,10.150833,35.6633,40.08,-128.37,13,4.64,1.879,A0V,0.085,9.83882,33.698243,6.285324,-0.00000189,0.00001826,-0.0000195,1.286724172,0.177165458,1.94313E-07,-6.22355E-07,Pi-1,7,Ori,1,22792,,15.43121066,,,
58415,58590,104321,4589,,Virgo,,12.014553,6.614322,117.7856,-0.25,-29.71,-10,4.65,-0.705,A5V,0.122,-117.000681,-0.445765,13.567178,0.0000082,0.00000017,-0.00001803,3.145402566,0.115441704,-1.21203E-09,-1.44038E-07,Pi,8,Vir,1,58415,,166.7247213,,,
23552,23607,32549,1638,,Orion,,5.076153,15.404105,111.9821,18.4,-30.99,17,4.65,-0.596,A0p Si,-0.064,25.857529,104.817125,29.745307,-0.00000461,0.000023,-0.0000116,1.328933621,0.268852354,8.92057E-08,-1.50244E-07,,11,Ori,1,23552,,150.7995342,V1032,4.666,4.636
12686,12719,16908,801,,Aries,,2.724198,27.707146,105.1525,3.51,-9.97,13,4.65,-0.459,B3V,-0.122,70.405829,60.907841,48.89097,0.00000952,0.0000106,0.00000168,0.713193346,0.483580932,1.7017E-08,-4.83359E-08,,35,Ari,1,12686,,132.9229588,,,
21220,21273,28910,1444,,Taurus,,4.564143,14.844424,48.5201,103.69,-25.94,40,4.65,1.22,A8V,0.255,17.218125,43.626235,12.430714,-0.00000759,0.00004719,0.00000458,1.194889902,0.259084082,5.02703E-07,-1.25761E-07,Rho,86,Tau,1,21220,,28.31391996,Rho,4.662,4.642
31895,31978,47839,2456,,Monoceros,,6.682961,9.895754,281.6901,-0.66,-2.51,33,4.66,-2.589,O7,-0.233,-49.352633,273.075535,48.410212,-0.00000513,0.00003346,0.00000242,1.749595173,0.172713491,-3.19977E-09,-1.21688E-08,,15,Mon,1,31895,,945.366046,S,4.675,4.635
5559,5571,7087,351,,Pices,,1.190894,21.03465,117.6471,41.66,-10.55,16,4.66,-0.693,K0III,1.024,104.513869,33.683383,42.227416,0.0000093,0.00002796,0.00000026,0.311775322,0.367123899,2.01973E-07,-5.11478E-08,Chi,84,Psc,1,5559,,164.8921573,,,
53141,53295,94334,4248,,Ursa Major,,10.899648,43.189956,75.5287,44.78,-24.43,-17,4.66,0.269,A1Vs,-0.039,-52.7979,15.644705,51.693196,0.00000163,-0.00001758,-0.00001842,2.853521119,0.753806935,2.171E-07,-1.1844E-07,Ome,45,UMa,1,53141,,67.98294905,,,
98232,98543,189849,7653,,Vulpecula,,20.018346,27.753573,72.4638,57.99,3.76,-21,4.66,0.359,A4III,0.184,32.330025,-55.381221,33.744109,0.0000077,0.00002722,-0.00000883,5.2407906,0.484391229,2.81143E-07,1.8229E-08,,15,Vul,1,98232,,62.57487634,NT,4.666,4.656
42687,42806,74198,3449,,Cancer,,8.721431,21.468501,55.5556,-106.94,-39.25,29,4.66,0.936,A1IV,0.01,-33.797361,39.125009,20.33287,0.00000122,0.00004264,0.00000102,2.283265228,0.374696022,-5.1846E-07,-1.90289E-07,Gam,43,Cnc,1,42687,,36.77900704,,,
19761,19811,26673,1306,,Perseus,,4.248143,40.483671,291.5452,9.72,-21.58,-2,4.67,-2.654,G5II comp,1.007,98.172669,198.830839,189.280262,-0.00000424,0.00002244,-0.00002453,1.112161309,0.70657336,4.71239E-08,-1.04623E-07,,52,Per,1,19761,,1003.690931,,,
87856,88128,164349,6713,,Hercules,,18.000949,16.750919,205.7613,-7.53,-10.61,-24,4.67,-1.897,K0II-III,1.254,0.048945,-197.029965,59.302737,-0.00000752,0.00002045,-0.00001721,4.712637412,0.292358689,-3.65065E-08,-5.14387E-08,,93,Her,1,87856,,499.8043136,,,
16203,16244,21428,1044,,Perseus,,3.489456,49.508948,165.2893,22.16,-29.18,-2,4.67,-1.421,B3V,-0.096,65.571385,84.96773,125.70372,-0.000004,0.00002387,-0.00001674,0.913537561,0.864094155,1.07435E-07,-1.41469E-07,,34,Per,1,16203,,322.4036872,,,
5730,5742,7318,360,,Pices,,1.229152,24.583713,136.7989,18.58,-21.26,6,4.67,-1.01,K0III...,1.047,118.013398,39.343134,56.911417,0.00000696,0.00001531,-0.00001027,0.321791156,0.429066736,9.00784E-08,-1.03071E-07,Phi,85,Psc,1,5730,,220.8004733,,,
91633,91919,173582,7051,,Lyra,,18.738984,39.670123,49.776,10.55,60.23,-31,4.67,1.185,F1V,0.17,7.366292,-37.5992,31.775155,-0.00000398,0.00003354,-0.00000905,4.905854609,0.692374264,5.11478E-08,2.92003E-07,Eps-1,4,Lyr,1,91633,,29.24152378,,,
21630,21683,29488,1479,,Taurus,,4.654583,15.917977,47.6872,82.4,-19.53,36,4.67,1.278,A5Vn,0.147,15.820925,43.043494,13.078825,-0.00000524,0.00004097,0.00000576,1.218567057,0.277821104,3.99486E-07,-9.46841E-08,Sig-2,92,Tau,1,21630,,26.84108084,,,
44947,45075,78362,3624,,Taurus,,9.181941,63.513633,38.7297,99.16,-60.96,-9,4.67,1.73,Am,0.381,-12.781485,11.618266,34.664578,-0.00001707,-0.00000965,-0.00001334,2.40382663,1.108522009,4.80741E-07,-2.95542E-07,Tau,14,UMa,1,44947,,17.70108958,,,
40054,40167,68255,3210,,Cancer,,8.203535,17.647771,25.0815,28.29,-150.94,-11,4.67,2.673,G0V,0.531,-13.035978,20.033032,7.603791,-0.00000007,-0.0000062,-0.0000209,2.147680389,0.308011703,1.37154E-07,-7.31778E-07,Zet-2,16,Cnc,1,40054,,7.426770437,,,
95799,96100,185144,7462,Gl 764,Draco,,19.539149,69.661175,5.7547,598.43,-1738.81,28.2,4.67,5.87,K0V,0.786,0.784452,-1.840016,5.396152,0.00003712,-0.00004452,0.00001019,5.115337176,1.215816871,2.90127E-06,-8.42999E-06,Sig,61,Dra,1,95799,,0.390840896,,,
51947,52098,92125,4166,,Leo Minor,,10.645337,31.976237,177.305,0.1,7.18,-7,4.68,-1.564,G0II,0.823,-141.042262,52.228946,93.894934,0.00000873,-0.00000332,0.00000144,2.786942668,0.558090627,4.84814E-10,3.48096E-08,,37,LMi,1,51947,,367.7900704,,,
48889,49029,86663,3950,,Leo,,10.003557,8.044223,124.533,-30.06,-22.11,23,4.68,-0.796,M2III,1.589,-106.845097,61.554441,17.426851,-0.00001274,0.00002828,-0.00000992,2.61892521,0.140398178,-1.45735E-07,-1.07192E-07,Pi,29,Leo,1,48889,,181.3009167,,,
13845,13879,18411,879,,Perseus,,2.979352,39.662728,94.9668,25.88,-40.67,14,4.68,-0.208,A2Vn,0.065,51.973098,51.41424,60.614272,0.00000795,0.00002463,-0.00000527,0.779992409,0.692245202,1.2547E-07,-1.97174E-07,Pi,22,Per,1,13845,,105.4872571,,,
96377,96683,185734,7478,,Cygnus,,19.656279,30.153321,81.6327,1.95,36.07,6,4.68,0.121,G8III-IV...,0.971,29.657091,-64.054037,41.00541,-0.00000008,0.00000202,0.00001542,5.146001877,0.526274734,9.45387E-09,1.74872E-07,Phi,12,Cyg,1,96377,,77.91121911,,,
7280,7294,9408,442,,Cassiopeia,,1.565528,59.23204,63.8162,-43.06,-23.18,6,4.68,0.655,K0III,0.991,29.942244,13.008585,54.833867,0.00001384,-0.00000851,0.0000016,0.409854274,1.033794125,-2.08761E-07,-1.1238E-07,Chi,39,Cas,1,7280,,47.64309868,,,
66025,66234,118232,5112,,Canes Venatici,,13.57425,49.015973,55.2792,-128.28,27.39,-18,4.68,0.967,A5V,0.132,-33.218997,-14.522401,41.729729,0.00000237,0.00003855,-0.00000908,3.553730234,0.855490107,-6.21919E-07,1.3279E-07,,24,CVn,1,66025,,35.74374063,,,
106795,107136,206672,8301,,Cygnus,,21.701573,51.189622,529.1005,5.25,-2.11,-8,4.69,-3.928,B3IV,-0.119,273.366682,-187.713963,412.287993,0.00000687,0.00001162,-0.00000977,5.681458514,0.893427444,2.54527E-08,-1.02296E-08,Pi-1,80,Cyg,1,106795,,3244.890157,,,
20680,20732,28100,1396,,Taurus,,4.443437,14.713782,127.7139,-7.57,-31.15,32,4.69,-0.841,G8III,0.979,48.956077,113.410664,32.438204,0.00001879,0.0000317,-0.00001034,1.163289023,0.25680394,-3.67004E-08,-1.51019E-07,Pi,73,Tau,1,20680,,188.9731054,,,
24753,24813,34411,1729,Gl 197,Auriga,,5.318995,40.099051,12.631,519.39,-664.79,66.5,4.69,4.183,G0V,0.63,1.713487,9.509166,8.136149,-0.00001742,0.00008264,0.00001267,1.392509585,0.699860475,2.51807E-06,-3.22299E-06,Lam,15,Aur,1,24753,,1.848417195,,,
104184,104521,201601,8097,,Equuleus,,21.172361,10.131579,36.2976,49.07,-151.85,-17,4.7,1.901,F0p,0.262,26.379939,-24.10051,6.385059,-0.00000334,0.00001475,-0.00002936,5.542911147,0.17682942,2.37898E-07,-7.3619E-07,Gam,5,Equ,1,104184,,15.12167849,Gam,4.719,4.689
25919,25984,36371,1843,,Auriga,,5.545465,32.192022,100000,-1.81,-4,-0.2,4.71,-15.29,B5Iab,0.281,10046.5835,84028.27269,53275.84395,0.00099385,0.00092142,-0.00164109,1.451799276,0.56185677,-8.77513E-09,-1.93925E-08,Chi,25,Aur,1,25919,,113762728.6,,,
22614,22667,30959,1556,,Orion,,4.875545,14.250642,199.6008,-2.62,-56.13,-8,4.71,-1.791,M3Sv,1.773,56.131664,185.136392,49.134544,0.000004,0.00000447,-0.00005465,1.276414706,0.24872062,-1.27021E-08,-2.72126E-07,Omi-1,4,Ori,1,22614,,453.3149061,Omi-1,4.758,4.668
13920,13954,18604,896,,Cetus,,2.99525,8.907365,176.6784,9.22,-14.92,10,4.71,-1.526,B6III,-0.109,123.577264,123.270329,27.356434,0.00000298,0.00001412,-0.00001104,0.784154736,0.155462843,4.46998E-08,-7.23342E-08,Lam,91,Cet,1,13920,,355.140335,,,
97627,97938,188310,7595,,Aquila,,19.904134,8.461453,56.2746,101.43,-81.28,-42,4.71,0.958,K0III,1.023,26.612383,-48.887669,8.280414,0.00000555,0.00004768,-0.00002825,5.210889981,0.147680209,4.91747E-07,-3.94057E-07,Xi,59,Aql,1,97627,,36.04126286,,,
27569,27639,38944,2011,,Auriga,,5.850675,37.305573,160.2564,36.96,-44.76,38,4.72,-1.304,M1III,1.621,4.981894,127.37315,97.126124,-0.00002666,0.00005307,-0.00000411,1.531703262,0.651105076,1.79187E-07,-2.17003E-07,Ups,31,Aur,1,27569,,289.4676264,,,
78354,78592,144206,5982,,Hercules,,16.046634,46.036705,113.8952,56.01,-61.25,3,4.72,-0.563,B9III,-0.094,-38.693912,-68.950542,81.980038,0.00001401,-0.00003822,-0.00002127,4.20099905,0.803492076,2.71544E-07,-2.96948E-07,Ups,6,Her,1,78354,,146.2850687,,,
60017,60202,107383,4697,,Coma Berenices,,12.345286,17.792868,88.8889,-109.67,88.5,42,4.72,-0.024,G8III,1.01,-84.291909,-7.640422,27.1625,-0.00003339,0.00004442,0.00004944,3.231988282,0.310544132,-5.31695E-07,4.2906E-07,,11,Com,1,60017,,89.04304436,,,
64639,64844,115604,5017,,Canes Venatici,,13.292379,40.572608,81.0373,-125.67,18.45,8,4.72,0.177,F3III,0.306,-58.064795,-20.431424,52.70761,-0.0000178,0.00004607,0.00001083,3.479936637,0.708125588,-6.09265E-07,8.94481E-08,,20,CVn,1,64639,,73.99459543,AO,4.74,4.71
50911,51056,90277,4090,,Leo Minor,,10.431895,33.79612,71.5308,-75.28,-59,14,4.72,0.448,F0V,0.26,-54.504577,23.72371,39.788315,-0.00001093,0.00003323,-0.00000904,2.731063808,0.589853571,-3.64968E-07,-2.8604E-07,,30,LMi,1,50911,,57.65009138,,,
6678,6692,8491,399,,Cassiopeia,,1.432208,68.130012,59.8086,75.07,26.82,-12,4.72,0.836,K0III,1.047,20.730917,8.159197,55.504166,-0.00001894,0.00001594,-0.00000849,0.374951115,1.189093037,3.6395E-07,1.30027E-07,Psi,36,Cas,1,6678,,40.3273793,,,
11286,11313,14872,699,,Andromeda,,2.42706,50.278631,113.2503,23.79,-14.35,-5,4.73,-0.54,K4III,1.532,58.248225,42.953597,87.10771,-0.0000055,0.00001217,-0.00000897,0.635402736,0.877527653,1.15337E-07,-6.95708E-08,,65,And,1,11286,,143.2187899,,,
78879,79119,145328,6018,,Taurus,,16.149529,36.490944,35.7782,-40.71,343.47,-19,4.73,1.962,K0III-IV,1.015,-13.395982,-25.453931,21.277041,0.00001753,0.00004846,0.00003634,4.22793683,0.636887121,-1.97368E-07,1.66519E-06,Tau,16,CrB,1,78879,,14.2955214,,,
33115,33202,50635,2564,Wo 9220A,Gemini,,6.910732,13.177827,25.6279,70.19,-77.79,14.8,4.73,2.686,F0Vp,0.321,-5.893353,24.247254,5.842527,-0.00001247,0.0000144,-0.00000596,1.809225374,0.229996472,3.40291E-07,-3.77137E-07,,38,Gem,1,33115,Wo 9220,7.338376673,,,
103300,103632,200120,8047,,Cygnus,,20.997098,47.520951,434.7826,7.25,2.47,1,4.74,-3.451,B1ne,-0.084,207.46128,-207.776645,320.662751,0.00000859,0.00001303,0.00000427,5.497027517,0.829397059,3.5149E-08,1.19749E-08,,59,Cyg,1,103300,,2091.22133,V832,4.76,4.72
95752,96052,184171,7426,,Cygnus,,19.529534,34.452968,263.8522,1.06,-3.58,-22,4.74,-2.367,B3IV,-0.15,84.812094,-200.358656,149.268877,-0.00000497,0.00001523,-0.0000165,5.112819984,0.601317734,5.13903E-09,-1.73563E-08,,8,Cyg,1,95752,,770.5485366,,,
2499,2505,2772,123,,Cassiopeia,,0.529539,54.522289,115.7407,40.78,-14.81,-12,4.74,-0.577,B8Vn,-0.098,66.52975,9.282854,94.252351,-0.00000351,0.00002261,-0.00001482,0.138633079,0.951593453,1.97707E-07,-7.18009E-08,Lam,14,Cas,1,2499,,148.1835518,,,
77426,77661,141992,5899,,Serpens,,15.85442,20.977919,114.9425,-54.7,17.99,-62,4.74,-0.562,K5III,1.534,-57.164285,-90.832595,41.150151,0.00000765,0.00006938,-0.00001334,4.150677389,0.366133759,-2.65193E-07,8.7218E-08,Rho,38,Ser,1,77426,,146.1503972,,,
44262,44390,76827,3576,,Ursa Major,,9.04242,67.629619,96.432,-22.08,18.15,5,4.74,-0.181,M3III,1.542,-26.238304,25.661975,89.174849,0.00001144,0.00000325,0.00000796,2.367300091,1.180359521,-1.07047E-07,8.79937E-08,Rho,8,UMa,1,44262,,102.8963572,,,
6179,6193,7964,383,,Pices,,1.324443,27.264059,94.4287,26.21,-11.62,8,4.74,-0.136,A3V,0.032,78.942697,28.524892,43.257068,0.00000505,0.00001458,-0.00000098,0.346738247,0.475847589,1.2707E-07,-5.63353E-08,Ups,90,Psc,1,6179,,98.71883011,,,
114727,115088,219916,8872,,Cepheus,,23.3104,68.111445,62.2665,54.88,10.91,-18,4.75,0.779,K0III,0.836,22.835788,-4.167994,57.777604,-0.00000678,0.00001808,-0.00001585,6.102648361,1.188768965,2.66066E-07,5.28932E-08,Omi,34,Cep,1,114727,,42.50108332,,,
69491,69713,125161,5350,Wo 9474A,Bootes,,14.269439,51.367231,29.0698,-149.98,89.42,-18.7,4.75,2.433,A9V,0.236,-15.038822,-10.159621,22.708137,0.00000622,0.00002971,-0.00000707,3.735730507,0.896527312,-7.27124E-07,4.3352E-07,Iot,21,Boo,1,69491,Wo 9474,9.264031007,Iot,4.762,4.742
106459,106801,206165,8279,,Cepheus,,21.632007,62.08194,100000,-1.9,-2.84,-13,4.76,-15.24,B2Ib,0.246,38108.12454,-27202.23456,88361.80881,0.00044995,-0.00145283,-0.00065635,5.663246217,1.083534254,-9.21146E-09,-1.37687E-08,,9,Cep,1,106459,,108642562.4,V337,4.787,4.737
27681,27750,39400,2037,,Orion,,5.874011,1.855134,386.1004,-7.09,-9.91,10,4.76,-3.174,K2IIvar,1.382,12.726124,385.688226,12.499052,0.00001362,0.00001038,-0.00001821,1.537812408,0.032378193,-3.43733E-08,-4.8045E-08,,56,Ori,1,27681,,1620.317043,,,
94408,94703,180554,7306,,Vulpecula,,19.270289,21.390428,248.7562,0.73,-6.12,-17,4.76,-2.219,B4IV,-0.058,75.616041,-218.93028,90.726612,-0.00000357,0.00001304,-0.00001321,5.044949827,0.373333394,3.53914E-09,-2.96706E-08,,1,Vul,1,94408,,672.3571072,,,
113794,114155,218356,8796,,Pegasus,,23.118539,25.468259,181.4882,0.26,-33.31,-27,4.76,-1.534,K0IIp,1.285,159.508154,-37.476686,78.04182,-0.00001195,0.00000304,-0.00003833,6.052419272,0.444504967,1.26052E-09,-1.61491E-07,,56,Peg,1,113794,,357.7667699,,,
60299,60485,107950,4716,,Canes Venatici,,12.400414,51.562257,118.4834,13.15,11.32,-12,4.76,-0.608,G7III,0.877,-73.252449,-7.707192,92.80608,0.00001344,-0.00000618,-0.00000557,3.246420758,0.899931149,6.3753E-08,5.48809E-08,,5,CVn,1,60299,,152.4754768,,,
63153,63355,112769,4920,,Coma Berenices,,12.982068,17.409446,99.4036,-38.66,34.95,-2,4.76,-0.227,M0III,1.568,-91.732311,-24.118592,29.741363,0.00000202,0.00001979,0.00001546,3.398697342,0.303852146,-1.87429E-07,1.69442E-07,,36,Com,1,63153,,107.3494936,,,
55102,55266,98353,4380,,Ursa Major,,11.318864,38.185557,58.8235,-57.15,-68.1,-3,4.76,0.912,A2V,0.113,-45.502825,8.201254,36.365276,-0.00000655,0.00001774,-0.00001716,2.963271639,0.666463691,-2.77071E-07,-3.30158E-07,,55,UMa,1,55102,,37.60105237,,,
99723,100044,193237,7763,,Cygnus,,20.296445,38.03293,100000,-3.53,-6.88,-9,4.77,-15.23,B2pe,0.377,44552.93615,-64954.35205,61611.42763,-0.00025296,-0.00265653,-0.00263269,5.313596894,0.663799858,-1.71139E-08,-3.33552E-08,,34,Cyg,1,99723,,107646521.4,P,4.868,4.688
90623,90905,171635,6978,,Draco,,18.542923,57.045599,649.3506,0.32,-7.09,-12,4.77,-4.292,F7Ib,0.611,50.037861,-349.665988,544.872436,0.0000027,-0.00001179,-0.00002244,4.854525858,0.995633525,1.5514E-09,-3.43733E-08,,45,Dra,1,90623,,4537.326169,,,
32447,32533,49161,2503,,Monoceros,,6.788842,8.037254,151.0574,-23.34,-11.84,47,4.77,-1.126,K4III,1.396,-30.67067,146.395704,21.120444,0.00000672,0.00005128,-0.00000186,1.77731464,0.140276545,-1.13156E-07,-5.74019E-08,,17,Mon,1,32447,,245.6970828,,,
85939,86201,160922,6596,NN 4017,Draco,,17.615859,68.75797,23.1642,1.34,321.05,-14.4,4.77,2.946,F5V,0.43,-0.842597,-8.350132,21.590264,0.00000406,0.00003873,-0.00000066,4.611820972,1.200052955,6.4965E-09,1.55649E-06,Ome,28,Dra,1,85939,,5.775638464,,,
110025,110371,212097,8522,,Pegasus,,22.355372,28.330529,213.2196,17.42,5.6,8,4.78,-1.864,B9III,-0.01,170.55174,-78.334781,101.184951,0.00001156,0.0000145,0.00000898,5.85262259,0.494461019,8.44545E-08,2.71496E-08,,32,Peg,1,110025,,484.8417387,,,
64647,64852,115521,5015,,Virgo,,13.293412,5.469869,207.0393,-7.16,10,-27,4.78,-1.8,M2III,1.638,-194.393291,-68.461175,19.735435,0.00002444,0.00001623,0.00000736,3.480207082,0.095467229,-3.47127E-08,4.84814E-08,Sig,60,Vir,1,64647,,457.0881896,,,
60166,60351,107700,4707,,Coma Berenices,,12.375087,25.84616,90.3342,-10.75,-8.85,1,4.78,0.001,F8:p...,0.515,-80.90623,-7.970422,39.381767,-0.00000306,0.00000443,-0.00000304,3.239790172,0.451100595,-5.21175E-08,-4.2906E-08,,12,Com,1,60166,,87.01617722,,,
39734,39847,67006,3173,,Lynx,,8.140963,51.50667,76.6871,-60.1,-2.15,11,4.78,0.356,A2V,0.048,-25.374808,40.428392,60.021585,0.00001487,0.00001834,0.00000831,2.131299244,0.898960986,-2.91373E-07,-1.04235E-08,,27,Lyn,1,39734,,62.7480162,,,
9954,9977,13041,620,,Andromeda,,2.141454,37.859077,58.6854,154.22,-43.64,8,4.78,0.937,A5IV-V,0.12,39.240709,24.636572,36.016533,-0.0000114,0.00004464,-0.00000478,0.560631447,0.66076555,7.4768E-07,-2.11573E-07,,58,And,1,9954,,36.74514792,,,
110536,110882,212943,8551,,Pegasus,,22.464312,4.695664,45.4752,77.29,-307.36,54,4.78,1.491,K0III,1.039,41.709159,-17.734844,3.72278,0.00006243,-0.00000803,-0.00006301,5.881143042,0.08195479,3.74712E-07,-1.49012E-06,,35,Peg,1,110536,,22.05972022,,,
50422,50564,89449,4054,Gl 388.1,Leo,,10.328938,19.470914,21.3675,-229.99,-214.66,6.1,4.78,3.131,F6IV,0.452,-18.248265,8.534898,7.122411,-0.00000195,0.00002721,-0.00001888,2.704109588,0.33983156,-1.11502E-06,-1.0407E-06,,40,Leo,1,50422,,4.870796665,,,
87877,88149,164284,6712,,Ophiuchus,,18.004388,4.368615,199.6008,1.78,-12.95,-13,4.79,-1.711,B2Ve,-0.1,0.228655,-199.020638,15.204156,0.00000171,0.0000123,-0.00001351,4.713537881,0.07624672,8.62968E-09,-6.27834E-08,,66,Oph,1,87877,,421.1143104,V2048,4.827,4.657
22626,22678,30834,1551,,Auriga,,4.877218,36.703187,184.5018,-25.97,-3.89,-17,4.79,-1.54,K3III,1.414,42.857564,141.578185,110.271052,0.0000188,-0.00001808,-0.00001318,1.27685263,0.640591456,-1.25906E-07,-1.88593E-08,,2,Aur,1,22626,,359.7493352,,,
109054,109400,210807,8468,,Cepheus,,22.163441,72.341207,120.919,33.39,3.09,-15,4.79,-0.622,G8III,0.919,32.521719,-16.964526,115.221156,0.0000034,0.0000203,-0.00001407,5.802375194,1.262592243,1.61879E-07,1.49807E-08,,24,Cep,1,109054,,154.4542987,,,
1166,1168,1013,45,,Pegasus,,0.243378,20.206702,112.8668,90.66,1.88,-46,4.79,-0.473,M2III,1.572,105.704826,6.744268,38.98495,-0.00004757,0.00004667,-0.00001528,0.063716224,0.352673476,4.39532E-07,9.1145E-09,Chi,89,Peg,1,1166,,134.6480288,,,
9135,9153,11973,569,,Aries,,1.965478,23.596061,39.4945,-91.51,-14.45,-1,4.79,1.807,F0V,0.29,31.505782,17.812162,15.809093,0.00000877,-0.00001517,-0.00000294,0.514561026,0.411828954,-4.43653E-07,-7.00556E-08,Lam,9,Ari,1,9135,,16.48921573,,,
77420,77655,142091,5901,,Corona Borealis,,15.85387,35.657382,30.4971,-8.07,-347.41,-24,4.79,2.369,K0III-IV,0.996,-13.201328,-20.969886,17.777763,-0.00000634,-0.00000783,-0.00005604,4.1505335,0.622338717,-3.91245E-08,-1.68429E-06,Kap,11,CrB,1,77420,,9.826525828,,,
3293,3300,3901,179,,Cassiopeia,,0.701081,50.512526,438.5965,12.32,-6.48,-10,4.8,-3.41,B2.5V,-0.105,274.222888,50.904565,338.492753,-0.00000072,0.00002651,-0.00001665,0.183542562,0.881609886,5.9729E-08,-3.14159E-08,Xi,19,Cas,1,3293,,2013.72425,,,
110326,110672,212571,8539,,Aquarius,,22.421284,1.377401,239.8082,18.38,3.35,4,4.8,-2.099,B1Ve,-0.171,219.552367,-96.288728,5.764477,0.00001224,0.00001796,0.00000399,5.869878472,0.024040175,8.91088E-08,1.62413E-08,Pi,52,Aqr,1,110326,,602.0048637,Pi,4.831,4.791
71769,71995,129712,5490,,Bootes,,14.723712,26.52785,215.9827,-13.29,-16.68,6,4.8,-1.872,M3III,1.672,-146.161613,-126.411397,96.464975,-0.00001915,0.00000183,-0.00001288,3.85465885,0.462998329,-6.44317E-08,-8.08669E-08,,34,Boo,1,71769,,488.4273784,W,4.832,4.742
84315,84573,156633,6431,,Hercules,,17.288769,33.1001,204.0816,-3.68,-5.74,-21,4.8,-1.749,B1.5Vp,-0.166,-31.649594,-168.007506,111.449558,-0.00000082,0.00001531,-0.00001649,4.52618913,0.577705731,-1.78411E-08,-2.78283E-08,,68,Her,1,84315,,436.1139714,U,5.13,4.76
99320,99639,192514,7730,,Cygnus,,20.22168,46.815675,187.2659,13.39,1.93,-26,4.8,-1.562,A5IIIn,0.1,70.407065,-107.081758,136.545862,-0.00000054,0.00002295,-0.00001819,5.294023569,0.81708767,6.49166E-08,9.3569E-09,,30,Cyg,1,99320,,367.1131997,,,
102758,103089,199081,8001,,Cygnus,,20.887431,44.38726,161.0306,11.27,-2.44,-20,4.8,-1.235,B5V,-0.134,78.938613,-83.734012,112.641498,-0.00000271,0.0000157,-0.00001567,5.468316659,0.774703841,5.46385E-08,-1.18295E-08,,57,Cyg,1,102758,,271.6439269,,,
20304,20354,27396,1350,,Perseus,,4.359211,46.498878,155.521,21.41,-34.97,1,4.8,-1.159,B4IV,-0.022,44.585331,97.329822,112.808858,-0.00000642,0.00002475,-0.00001741,1.141238881,0.811558517,1.03799E-07,-1.69539E-07,,53,Per,1,20304,,253.2794766,V469,4.841,4.761
